customer_name,customer_id,order_ref,product_group,product_name,tech,status,system,process_step,circuit_id,reg_date,plan_done_date,clean_order_date,agreed_date,agreed_installation_date,FM_date,finalize_access_date,latest_agreed_date,order_counter,last_update_timestamp
MIKO SØGNE AS,273429,400911_lsd,Internet,Internett Bedrift ADSL 2048/448 kbps (ws),DSL,IN_PROGRESS,LSD,finalize access,63450573,26.04.2016,,26.04.2016,27.05.2016,18.05.2016,,,27.05.2016,1,31.05.2016 08:23:10
SUN2 SØR AS,273510,401133_lsd,Internet,Internett Bedrift ADSL2200/512 (oa),DSL,COMPLETED,LSD,,32746337,28.04.2016,20.05.2016,28.04.2016,25.05.2016,20.05.2016,23.05.2016,23.05.2016,31.05.2016,1,31.05.2016 08:23:10
Clear Channel Norway AS,214266,5503736_lsd,Internet,Internett Bedrift ADSL 2+ (oa),DSL,IN_PROGRESS,LSD,finalize access,32746322,28.04.2016,,,25.05.2016,13.05.2016,,,25.05.2016,1,31.05.2016 08:23:10
Kvantel AS,201839,5503679_lsd,Ethernet,Ethernet Access 2048 Pluss,DSL,IN_PROGRESS,LSD,finalize access,32746320,28.04.2016,,28.04.2016,27.05.2016,18.05.2016,,,27.05.2016,1,31.05.2016 08:23:10
IT Kompaniet AS,11508580,5503849_lsd,Internet,Internett Bedrift ADSL 2+ (oa),DSL,IN_PROGRESS,LSD,finalize access,32745598,04.05.2016,,06.05.2016,31.05.2016,20.05.2016,,,31.05.2016,1,31.05.2016 08:23:10
Clear Channel Norway AS,214266,5503855_lsd,Internet,Internett Bedrift ADSL 2+ opptil 16000/700 kbps (ws),DSL,IN_PROGRESS,LSD,complete order,63497932,06.05.2016,26.05.2016,09.05.2016,06.06.2016,26.05.2016,,,06.06.2016,1,31.05.2016 08:23:10
Basis Consulting AS,201618,403127_lsd,Internet,Internett Bedrift ADSL 2+ (oa),DSL,IN_PROGRESS,LSD,complete order,32745496,09.05.2016,30.05.2016,09.05.2016,08.06.2016,30.05.2016,,,08.06.2016,1,31.05.2016 08:23:10
STIG NYSTRØM,273917,403413_lsd,Internet,Internett Bedrift ADSL2200/512 (oa),DSL,IN_PROGRESS,LSD,finalize access,32745079,10.05.2016,,11.05.2016,10.06.2016,01.06.2016,,,10.06.2016,1,31.05.2016 08:23:10
STIG NYSTRØM,273917,403419_lsd,Internet,Internett Bedrift ADSL 2048/448 kbps (ws),DSL,IN_PROGRESS,LSD,plan & design,,10.05.2016,,11.05.2016,,,,,,1,31.05.2016 08:23:10
The Cloud Networks Nordic AB,200290,5503927_lsd,Internet,Internett Bedrift VDSL2 opptil 25/5 Mbps (ws),DSL,IN_PROGRESS,LSD,validate & disp.,,16.05.2016,,18.05.2016,,,,,,1,31.05.2016 08:23:10
BARTLEBY CORP. AS,274216,404041_lsd,Internet,Internett Bedrift SHDSL 20 Mbps (oa5),DSL,IN_PROGRESS,LSD,plan & design,32744551,18.05.2016,,,21.06.2016,10.06.2016,,,21.06.2016,1,31.05.2016 08:23:10
T.M BYGG AS,274217,404043_lsd,Internet,Internett Bedrift VDSL2 opptil 40/10 Mbps (OA),DSL,IN_PROGRESS,LSD,finalize access,32744594,18.05.2016,,,10.08.2016,01.08.2016,,,10.08.2016,1,31.05.2016 08:23:10
Norsk Luthersk Misjonssamband,11521638,5503910_lsd,Internet,Internett Bedrift SHDSL 4 Mbps (ws),DSL,IN_PROGRESS,LSD,finalize access,63495849,18.05.2016,,,15.06.2016,06.06.2016,,,15.06.2016,1,31.05.2016 08:23:10
DGC Systems Access,201790,5503961_lsd,Ethernet,Ethernet Access ADSL 2+ 16000/800 (ws_Prem_E-line),DSL,IN_PROGRESS,LSD,plan & design,63494505,20.05.2016,,24.05.2016,27.06.2016,16.06.2016,,,27.06.2016,1,31.05.2016 08:23:10
FOLLESTAD TREND AS,11107006,404337_lsd,Internet,Internett Bedrift ADSL 2+ opptil 12000/700 kbps (ws),DSL,IN_PROGRESS,LSD,finalize access,63495095,23.05.2016,,,15.06.2016,06.06.2016,,,15.06.2016,1,31.05.2016 08:23:10
PERFECT BILVASK & BILPLEIE AS,274414,5503978_lsd,Internet,Internett Bedrift ADSL 2+ (oa),DSL,IN_PROGRESS,LSD,finalize access,32744219,23.05.2016,,24.05.2016,17.06.2016,08.06.2016,,,17.06.2016,1,31.05.2016 08:23:10
Læringsverkstedet AS,131,404653_lsd,Internet,Internett Bedrift SHDSL 8 Mbps (oa),DSL,IN_PROGRESS,LSD,plan & design,32743883,25.05.2016,,,28.06.2016,17.06.2016,,,28.06.2016,1,31.05.2016 08:23:10
Telecomputing Norway AS,213455,404791_lsd,Ethernet,Ethernet Access 4000 Pluss,DSL,IN_PROGRESS,LSD,plan & design,32743888,25.05.2016,,,01.06.2016,31.05.2016,,,01.06.2016,1,31.05.2016 08:23:10
Kvantel AS,201839,5504007_lsd,Ethernet,Ethernet Access SHDSL 4000 (ws_Prem_E-line),DSL,IN_PROGRESS,LSD,plan & design,63494045,26.05.2016,,,29.06.2016,20.06.2016,,,29.06.2016,1,31.05.2016 08:23:10
ARCTIC HAZARD GAME STUDIO AS,274663,404907_lsd,Internet,Internett Bedrift VDSL2 opptil 40/10 Mbps (OA),DSL,IN_PROGRESS,LSD,finalize access,32743662,27.05.2016,,30.05.2016,30.06.2016,21.06.2016,,,30.06.2016,1,31.05.2016 08:23:10
LINDTEL COM AS,263972,404946_lsd,Internet,Internett Bedrift VDSL2 opptil 60/15 Mbps (OA),DSL,IN_PROGRESS,LSD,plan & design,,27.05.2016,,,,,,,,1,31.05.2016 08:23:10
EILERTSEN REVISJON OG REGNSKAP,274682,5504028_lsd,Internet,Internett Bedrift ADSL 2+ (oa),DSL,IN_PROGRESS,LSD,finalize access,32743688,27.05.2016,,,22.06.2016,13.06.2016,,,22.06.2016,1,31.05.2016 08:23:10
FAWLTY TOWERS AS,275003,405529_lsd,Internet,Internett Bedrift ADSL 2+ (oa),DSL,IN_PROGRESS,LSD,validate & disp.,,30.05.2016,,,,,,,,1,31.05.2016 08:23:10
PASTA HOUSE AS,262658,5501211_lsd,Internet,Internett Bedrift VDSL2 opptil 40/10 Mbps (OA),DSL,IN_PROGRESS,LSD,finalize access,32673766,31.08.2015,,,12.10.2015,30.10.2015,,,10.11.2015,1,31.05.2016 08:23:10
ANITAS BLOMSTER OG BEGRAVELSESBYRÅ AS,265123,357009_lsd,Internet,Internett Bedrift ADSL 2+ opptil 12000/700 kbps (ws),DSL,IN_PROGRESS,LSD,finalize access,63439766,22.10.2015,27.04.2016,27.04.2016,16.12.2015,07.12.2015,,,16.12.2015,1,31.05.2016 08:23:10
CROSSFIT TRONDHEIM AS,266517,360122_lsd,Internet,Internett Bedrift VDSL2 opptil 40/10 Mbps (OA),DSL,IN_PROGRESS,LSD,finalize access,32662722,19.11.2015,,19.11.2015,28.12.2015,07.01.2016,,,18.01.2016,1,31.05.2016 08:23:10
Nutrimar AS,211647,364350_lsd,Internet,Internett Bedrift SHDSL 12 Mbps (oa3),DSL,IN_PROGRESS,LSD,finalize access,32744147,15.12.2015,,,22.01.2016,08.06.2016,,,17.06.2016,1,31.05.2016 08:23:10
BÅT OG CARAVAN TRAFFICKER AS,268192,367295_lsd,Internet,Internett Bedrift VDSL2 opptil 40/10 Mbps (OA),DSL,IN_PROGRESS,LSD,finalize access,32658173,05.01.2016,,,15.02.2016,04.02.2016,,,15.02.2016,1,31.05.2016 08:23:10
PAY IT AS,11628141,368568_lsd,Internet,Internett Bedrift VDSL2 opptil 40/10 Mbps (OA),DSL,IN_PROGRESS,LSD,finalize access,32656457,21.01.2016,,,02.03.2016,22.02.2016,,,02.03.2016,1,31.05.2016 08:23:10
DET GODE SELSKAP AS,269031,368802_lsd,Internet,Internett Bedrift ADSL 2+ (oa),DSL,IN_PROGRESS,LSD,finalize access,32656301,22.01.2016,,,01.03.2016,19.02.2016,,,01.03.2016,1,31.05.2016 08:23:10
LINQ ØST AS,271241,5503183_lsd,Internet,Internett Bedrift VDSL2 opptil 40/10 Mbps (OA),DSL,IN_PROGRESS,LSD,finalize access,32650580,16.03.2016,,,12.04.2016,01.04.2016,,,12.04.2016,1,31.05.2016 08:23:10
Læringsverkstedet AS,131,397500_lsd,Internet,Internett Bedrift SHDSL 8 Mbps (ws),DSL,IN_PROGRESS,LSD,finalize access,63457766,28.03.2016,,,10.05.2016,29.04.2016,,,10.05.2016,1,31.05.2016 08:23:10
DGC Systems Access,201790,5503446_lsd,Ethernet,Ethernet Access 2048 Pluss,DSL,COMPLETED,LSD,,32748545,06.04.2016,20.05.2016,06.04.2016,27.05.2016,18.05.2016,23.05.2016,23.05.2016,27.05.2016,1,31.05.2016 08:23:10
Skatteetaten,220052,399174_lsd,Internet,Internett Bedrift ADSL 2+ (oa),DSL,IN_PROGRESS,LSD,finalize access,32748030,08.04.2016,,,10.05.2016,29.04.2016,,,10.05.2016,1,31.05.2016 08:23:10
HUSMO BARNEHAGE SA,266769,400506_lsd,Internet,Internett Bedrift ADSL 2+ (oa),DSL,IN_PROGRESS,LSD,finalize access,32747100,21.04.2016,,,01.06.2016,23.05.2016,,,01.06.2016,1,31.05.2016 08:23:10
NERAAL MASKIN AS,273316,400711_lsd,Internet,Internett Bedrift ADSL 2+ 10 Mb/1 Mb,DSL,IN_PROGRESS,LSD,finalize access,32746794,25.04.2016,,,31.05.2016,20.05.2016,,,31.05.2016,1,31.05.2016 08:23:10
DataGuard AS,201891,5503731_lsd,Ethernet,Ethernet SHDSL 20 Mbps (oa5),DSL,COMPLETED,LSD,,32746471,27.04.2016,23.05.2016,23.05.2016,27.05.2016,18.05.2016,23.05.2016,23.05.2016,27.05.2016,1,31.05.2016 08:23:10
ALUPRO-N AS,11534220,401091_lsd,Internet,Internett Bedrift SHDSL 8 Mbps (oa4),DSL,COMPLETED,LSD,,32746363,27.04.2016,25.05.2016,25.05.2016,03.06.2016,25.05.2016,26.05.2016,26.05.2016,03.06.2016,1,31.05.2016 08:23:10
INTERIØRVERKSTEDET AS,273550,401205_lsd,Internet,Internett Bedrift SHDSL 8 Mbps (ws),DSL,COMPLETED,LSD,,63499646,29.04.2016,23.05.2016,23.05.2016,01.06.2016,23.05.2016,23.05.2016,23.05.2016,01.06.2016,1,31.05.2016 08:23:10
RIIS MONTASJE AS,232809,401425_lsd,Internet,Internett Bedrift SHDSL 8 Mbps (ws),DSL,COMPLETED,LSD,,63499202,02.05.2016,26.05.2016,02.05.2016,07.06.2016,27.05.2016,27.05.2016,27.05.2016,07.06.2016,1,31.05.2016 08:23:10
"Delta-p, pumpe og kompressor systemer AS",214316,401590_lsd,Internet,Internett Bedrift SHDSL 8 Mbps (oa),DSL,IN_PROGRESS,LSD,finalize access,32745606,03.05.2016,,,08.06.2016,30.05.2016,,,08.06.2016,1,31.05.2016 08:23:10
ODIN TRADING AS,273709,5503817_lsd,Internet,Internett Bedrift VDSL2 opptil 25/5 Mbps (OA),DSL,IN_PROGRESS,LSD,finalize access,32744850,06.05.2016,,17.05.2016,17.08.2016,08.08.2016,,,17.08.2016,1,31.05.2016 08:23:10
Basis Consulting AS,201618,403134_lsd,Internet,Internett Bedrift ADSL 2+ (oa),DSL,IN_PROGRESS,LSD,complete order,32745490,09.05.2016,30.05.2016,09.05.2016,08.06.2016,30.05.2016,,,08.06.2016,1,31.05.2016 08:23:10
DGC Systems Access,201790,5503868_lsd,Ethernet,Ethernet Access SHDSL 8000 (ws_Prem_E-line),DSL,IN_PROGRESS,LSD,plan & design,63496834,09.05.2016,,10.05.2016,16.08.2016,05.08.2016,,,16.08.2016,1,31.05.2016 08:23:10
Kvantel AS,201839,5503882_lsd,Ethernet,Ethernet SHDSL 12 Mbps (oa3),DSL,IN_PROGRESS,LSD,plan & design,32745124,10.05.2016,,,10.06.2016,01.06.2016,,,10.06.2016,1,31.05.2016 08:23:10
MJØSA PIZZERIA & RESTAURANT AS,268204,403626_lsd,Internet,Internett Bedrift ADSL4400/640 (oa),DSL,IN_PROGRESS,LSD,finalize access,32745119,11.05.2016,,,15.06.2016,06.06.2016,,,15.06.2016,1,31.05.2016 08:23:10
DGC Systems Access,201790,403756_lsd,Ethernet,Ethernet Access SHDSL 8000 (ws_Prem_E-line),DSL,IN_PROGRESS,LSD,plan & design,63495021,13.05.2016,,23.05.2016,19.09.2016,08.09.2016,,,19.09.2016,1,31.05.2016 08:23:10
The Cloud Networks Nordic AB,200290,5503926_lsd,Internet,Internett Bedrift VDSL2 opptil 25/5 Mbps (OA),DSL,IN_PROGRESS,LSD,finalize access,32744768,16.05.2016,,,13.06.2016,02.06.2016,,,13.06.2016,1,31.05.2016 08:23:10
VELVÆRE NORD AS,208317,404067_lsd,Internet,Internett Bedrift ADSL 2+ 10 Mb/1 Mb,DSL,IN_PROGRESS,LSD,finalize access,32744597,18.05.2016,,,09.06.2016,31.05.2016,,,09.06.2016,1,31.05.2016 08:23:10
DataGuard AS,201891,5503948_lsd,Internet,Internett Bedrift VDSL2 opptil 25/5 Mbps (OA),DSL,IN_PROGRESS,LSD,finalize access,32744491,19.05.2016,,19.05.2016,15.06.2016,06.06.2016,,,15.06.2016,1,31.05.2016 08:23:10
TRONDHJEMS ASYLSELSKAP,268489,404246_lsd,Internet,Internett Bedrift SHDSL 12 Mbps (oa3),DSL,IN_PROGRESS,LSD,plan & design,32744410,19.05.2016,,,03.06.2016,02.06.2016,,,03.06.2016,1,31.05.2016 08:23:10
Thunes Tanntekniske AS,11623009,5503974_lsd,Internet,Internett Bedrift VDSL2 opptil 40/10 Mbps (OA),DSL,IN_PROGRESS,LSD,finalize access,32744292,23.05.2016,,,16.06.2016,07.06.2016,,,16.06.2016,1,31.05.2016 08:23:10
Norsk Luthersk Misjonssamband,11521638,5503962_lsd,Internet,Internett Bedrift SHDSL 4 Mbps (oa4),DSL,IN_PROGRESS,LSD,plan & design,32744275,23.05.2016,,,15.06.2016,06.06.2016,,,15.06.2016,1,31.05.2016 08:23:10
KESER AS,220832,404378_lsd,Internet,Internett Bedrift VDSL2 opptil 40/10 Mbps (OA),DSL,IN_PROGRESS,LSD,finalize access,32744271,23.05.2016,,,27.06.2016,16.06.2016,,,27.06.2016,1,31.05.2016 08:23:10
HERIGSTAD MEK AS,274418,404380_lsd,Internet,Internett Bedrift ADSL 2+ opptil 12000/700 kbps (ws),DSL,IN_PROGRESS,LSD,validate & disp.,,23.05.2016,,,,,,,,1,31.05.2016 08:23:10
L.E.T.T. AS,268420,404389_lsd,Internet,Internett Bedrift VDSL2 opptil 25/5 Mbps (OA),DSL,IN_PROGRESS,LSD,finalize access,32744220,23.05.2016,,,29.06.2016,20.06.2016,,,29.06.2016,1,31.05.2016 08:23:10
LINDTEL COM AS,263972,404409_lsd,Internet,Internett Bedrift VDSL2 opptil 60/15 Mbps (OA),DSL,IN_PROGRESS,LSD,validate & disp.,,23.05.2016,,,,,,,,1,31.05.2016 08:23:10
The Cloud Networks Nordic AB,200290,5504002_lsd,Internet,Internett Bedrift VDSL2 opptil 25/5 Mbps (OA),DSL,IN_PROGRESS,LSD,finalize access,32743671,25.05.2016,,26.05.2016,21.06.2016,10.06.2016,,,21.06.2016,1,31.05.2016 08:23:10
LINDTEL COM AS,263972,404955_lsd,Internet,Internett Bedrift VDSL2 opptil 40/10 Mbps (OA),DSL,IN_PROGRESS,LSD,plan & design,,27.05.2016,,,,,,,,1,31.05.2016 08:23:10
Skatteetaten,220052,404959_lsd,Internet,Internett Bedrift SHDSL 12 Mbps (oa3),DSL,IN_PROGRESS,LSD,plan & design,,27.05.2016,,,,,,,,1,31.05.2016 08:23:10
BERGENS MUSIKHANDEL AS,263982,5501492_lsd,Internet,Internett Bedrift VDSL2 opptil 40/10 Mbps (OA),DSL,IN_PROGRESS,LSD,finalize access,32669404,30.09.2015,,,11.11.2015,02.11.2015,,,11.11.2015,1,31.05.2016 08:23:10
STIFTELSEN STEINERSKOLEN I HAUGESUND,263917,5501484_lsd,Internet,Internett Bedrift ADSL 2+ opptil 12000/700 kbps (ws),DSL,IN_PROGRESS,LSD,finalize access,63446994,30.09.2015,,,11.11.2015,02.11.2015,,,11.11.2015,1,31.05.2016 08:23:10
BRYGGELAND AS,265208,5501771_lsd,Internet,Internett Bedrift VDSL2 opptil 25/5 Mbps (OA),DSL,IN_PROGRESS,LSD,finalize access,32665184,30.10.2015,,,23.11.2015,12.11.2015,,,23.11.2015,1,31.05.2016 08:23:10
4Service AS,241743,358951_lsd,Internet,Internett Bedrift ADSL 2+ opptil 12000/700 kbps (ws),DSL,IN_PROGRESS,LSD,finalize access,63433998,10.11.2015,,,20.01.2016,11.01.2016,,,20.01.2016,1,31.05.2016 08:23:10
FLORVÅG PIZZA AS,266103,359111_lsd,Internet,Internett Bedrift ADSL 2+ 15 Mb/1 Mb,DSL,IN_PROGRESS,LSD,finalize access,32662398,11.11.2015,,,11.12.2015,02.12.2015,,,11.12.2015,1,31.05.2016 08:23:10
NORDESIGN AS,266347,359877_lsd,Internet,Internett Bedrift ADSL 2+ (oa),DSL,IN_PROGRESS,LSD,finalize access,32662246,17.11.2015,,,14.12.2015,03.12.2015,,,14.12.2015,1,31.05.2016 08:23:10
STOKKE PIZZA JAMAL ALHAW,266752,363331_lsd,Internet,Internett Bedrift VDSL2 opptil 25/5 Mbps (ws),DSL,IN_PROGRESS,LSD,finalize access,63428199,30.11.2015,,30.11.2015,17.12.2015,08.12.2015,,,17.12.2015,1,31.05.2016 08:23:10
KICK OFF AS,267177,363687_lsd,Internet,Internett Bedrift VDSL2 opptil 25/5 Mbps (OA),DSL,IN_PROGRESS,LSD,finalize access,32660586,07.12.2015,,,18.01.2016,07.01.2016,,,18.01.2016,1,31.05.2016 08:23:10
"STASJON' RESTAURANT/PUB LINDITA SALIHU",267388,363994_lsd,Internet,Internett Bedrift VDSL2 opptil 25/5 Mbps (ws),DSL,IN_PROGRESS,LSD,finalize access,63423641,09.12.2015,,,10.02.2016,19.02.2016,,,01.03.2016,1,31.05.2016 08:23:10
ERLING ASBJØRN ASPNES,267470,364184_lsd,Internet,Internett Bedrift ADSL 4100/640 kbps (ws),DSL,IN_PROGRESS,LSD,finalize access,63423644,11.12.2015,,,01.02.2016,21.01.2016,,,01.02.2016,1,31.05.2016 08:23:10
FROST FRISØR AS,265518,5502431_lsd,Internet,Internett Bedrift VDSL2 opptil 25/5 Mbps (OA),DSL,IN_PROGRESS,LSD,finalize access,32659589,17.12.2015,,,13.01.2016,22.01.2016,,,02.02.2016,1,31.05.2016 08:23:10
RASMUSSEN & STRAND - GUSTAVSEN AS,267784,364764_lsd,Internet,Internett Bedrift VDSL2 opptil 40/10 Mbps (OA),DSL,IN_PROGRESS,LSD,finalize access,32658836,18.12.2015,,,13.06.2016,02.06.2016,,,13.06.2016,1,31.05.2016 08:23:10
MADRASS EKSPERTEN AS,269034,5502777_lsd,Internet,Internett Bedrift VDSL2 opptil 25/5 Mbps (OA),DSL,IN_PROGRESS,LSD,finalize access,32655898,26.01.2016,,,17.02.2016,03.10.2016,,,12.10.2016,1,31.05.2016 08:23:10
Verizon Norway AS,163900,370154_lsd,Internet,Internett Bedrift SHDSL 1 Mbps (oa),DSL,IN_PROGRESS,LSD,finalize access,32654775,04.02.2016,,05.02.2016,09.03.2016,01.06.2016,,,10.06.2016,1,31.05.2016 08:23:10
SKYLAND TRAMPOLINEPARK AS,270250,393011_lsd,Internet,Internett Bedrift ADSL 2+ (oa),DSL,IN_PROGRESS,LSD,finalize access,32653010,18.02.2016,,,28.03.2016,17.03.2016,,,28.03.2016,1,31.05.2016 08:23:10
LILLY MAY AS,270274,393094_lsd,Internet,Internett Bedrift VDSL2 opptil 25/5 Mbps (OA),DSL,IN_PROGRESS,LSD,finalize access,32652994,18.02.2016,,22.02.2016,12.04.2016,01.04.2016,,,12.04.2016,1,31.05.2016 08:23:10
The Cloud Networks Nordic AB,200290,394206_lsd,Internet,Internett Bedrift ADSL 2+ (oa),DSL,IN_PROGRESS,LSD,finalize access,32652271,29.02.2016,,01.03.2016,13.04.2016,04.04.2016,,,13.04.2016,1,31.05.2016 08:23:10
ARK Bokhandel AS,208397,394459_lsd,Internet,Internett Bedrift ADSL 2+ 10 Mb/1 Mb,DSL,IN_PROGRESS,LSD,finalize access,32651966,02.03.2016,,,23.03.2016,20.06.2016,,,29.06.2016,1,31.05.2016 08:23:10
RAGNAR JAHNSEN AS,270801,5503101_lsd,Internet,Internett Bedrift ADSL2200/512 (oa),DSL,IN_PROGRESS,LSD,finalize access,32650667,14.03.2016,,,07.04.2016,04.04.2016,,,13.04.2016,1,31.05.2016 08:23:10
IT Systemer AS,207567,395579_lsd,Internet,Internett Bedrift ADSL 2+ (oa),DSL,IN_PROGRESS,LSD,finalize access,32748196,18.03.2016,,08.04.2016,29.04.2016,20.04.2016,,,29.04.2016,1,31.05.2016 08:23:10
LILLE MEI AS,271168,5503224_lsd,Internet,Internett Bedrift ADSL 2+ opptil 16000/700 kbps (ws),DSL,COMPLETED,LSD,,63451033,22.03.2016,20.05.2016,20.05.2016,02.06.2016,24.05.2016,23.05.2016,23.05.2016,02.06.2016,1,31.05.2016 08:23:10
Læringsverkstedet AS,131,397964_lsd,Internet,Internett Bedrift SHDSL 8 Mbps (ws),DSL,IN_PROGRESS,LSD,finalize access,63457071,31.03.2016,,,10.05.2016,18.05.2016,,,27.05.2016,1,31.05.2016 08:23:10
Læringsverkstedet AS,131,398266_lsd,Internet,Internett Bedrift SHDSL 8 Mbps (oa),DSL,COMPLETED,LSD,,32748856,04.04.2016,23.05.2016,23.05.2016,10.05.2016,18.05.2016,23.05.2016,23.05.2016,27.05.2016,1,31.05.2016 08:23:10
DGC Systems Access,201790,5503441_lsd,Ethernet,Ethernet Access SHDSL 4000 (ws_Prem_E-line),DSL,COMPLETED,LSD,,63455163,06.04.2016,24.05.2016,06.04.2016,09.05.2016,28.04.2016,24.05.2016,24.05.2016,09.05.2016,1,31.05.2016 08:23:10
DGC Systems Access,201790,5503561_lsd,Ethernet,Ethernet Access 2048 Pluss,DSL,IN_PROGRESS,LSD,finalize access,32746541,15.04.2016,,26.04.2016,29.06.2016,20.06.2016,,,29.06.2016,1,31.05.2016 08:23:10
Jørpeland Servicenter A/S,273205,400388_lsd,Internet,Internett Bedrift VDSL2 opptil 30/10 Mbps (ws),DSL,COMPLETED,LSD,,63451688,20.04.2016,26.05.2016,26.05.2016,25.05.2016,13.05.2016,27.05.2016,27.05.2016,25.05.2016,1,31.05.2016 08:23:10
OLSENS FESKEMAT,246510,5503705_lsd,Internet,Internett Bedrift VDSL2 opptil 25/5 Mbps (ws),DSL,IN_PROGRESS,LSD,finalize access,63450961,25.04.2016,,,04.11.2016,26.10.2016,,,04.11.2016,1,31.05.2016 08:23:10
DataGuard AS,201891,5503735_lsd,Ethernet,Ethernet SHDSL 20 Mbps (oa5),DSL,COMPLETED,LSD,,32746443,27.04.2016,23.05.2016,23.05.2016,27.05.2016,18.05.2016,24.05.2016,24.05.2016,27.05.2016,1,31.05.2016 08:23:10
Clear Channel Norway AS,214266,5503738_lsd,Internet,Internett Bedrift ADSL 2+ opptil 16000/700 kbps (ws),DSL,IN_PROGRESS,LSD,finalize access,63450039,28.04.2016,,,25.05.2016,13.05.2016,,,25.05.2016,1,31.05.2016 08:23:10
RealNett AS,270936,5503724_lsd,Ethernet,Ethernet Aksess ADSL 4400/640,DSL,COMPLETED,LSD,,32746321,28.04.2016,23.05.2016,23.05.2016,01.06.2016,23.05.2016,24.05.2016,24.05.2016,01.06.2016,1,31.05.2016 08:23:10
Kvantel AS,201839,5503763_lsd,Ethernet,Ethernet Access 2048 Pluss,DSL,IN_PROGRESS,LSD,finalize access,32746033,29.04.2016,,02.05.2016,23.06.2016,14.06.2016,,,23.06.2016,1,31.05.2016 08:23:10
DGC Systems Access,201790,5503865_lsd,Ethernet,Ethernet aksess SHDSL 8 Mbps (oa4),DSL,IN_PROGRESS,LSD,finalize access,32744986,09.05.2016,,10.05.2016,11.08.2016,02.08.2016,,,11.08.2016,1,31.05.2016 08:23:10
AAFAG EIENDOM AS,263648,404047_lsd,Internet,Internett Bedrift VDSL2 opptil 25/5 Mbps (OA),DSL,COMPLETED,LSD,,32744595,18.05.2016,27.05.2016,27.05.2016,07.06.2016,27.05.2016,27.05.2016,27.05.2016,07.06.2016,1,31.05.2016 08:23:10
DataGuard AS,201891,5503946_lsd,Internet,Internett Bedrift VDSL2 opptil 25/5 Mbps (OA),DSL,IN_PROGRESS,LSD,finalize access,32744587,19.05.2016,,,15.06.2016,06.06.2016,,,15.06.2016,1,31.05.2016 08:23:10
